"startYear","endYear","genderConceptId","startAge","endAge","population","country","location"
1998,1998,8532,48,48,243650,"KOR","KOR"
1999,1999,8507,48,48,240608,"KOR","KOR"
1999,1999,8532,48,48,232623,"KOR","KOR"
2000,2000,8507,48,48,272293,"KOR","KOR"
2000,2000,8532,48,48,264822,"KOR","KOR"
2001,2001,8507,48,48,296442,"KOR","KOR"
2001,2001,8532,48,48,290373,"KOR","KOR"
2002,2002,8507,48,48,302785,"KOR","KOR"
2002,2002,8532,48,48,293531,"KOR","KOR"
2003,2003,8507,48,48,348294,"KOR","KOR"
2003,2003,8532,48,48,341534,"KOR","KOR"
2004,2004,8507,48,48,366170,"KOR","KOR"
2004,2004,8532,48,48,360871,"KOR","KOR"
2005,2005,8507,48,48,381068,"KOR","KOR"
2005,2005,8532,48,48,367300,"KOR","KOR"
2006,2006,8507,48,48,401093,"KOR","KOR"
2006,2006,8532,48,48,385010,"KOR","KOR"
2007,2007,8507,48,48,417395,"KOR","KOR"
2007,2007,8532,48,48,406069,"KOR","KOR"
2008,2008,8507,48,48,449822,"KOR","KOR"
2008,2008,8532,48,48,444085,"KOR","KOR"
2009,2009,8507,48,48,464937,"KOR","KOR"
2009,2009,8532,48,48,458308,"KOR","KOR"
2010,2010,8507,48,48,457933,"KOR","KOR"
2010,2010,8532,48,48,441478,"KOR","KOR"
2011,2011,8507,48,48,429363,"KOR","KOR"
2011,2011,8532,48,48,406152,"KOR","KOR"
2012,2012,8507,48,48,414319,"KOR","KOR"
2012,2012,8532,48,48,395293,"KOR","KOR"
2013,2013,8507,48,48,424346,"KOR","KOR"
2013,2013,8532,48,48,412975,"KOR","KOR"
2014,2014,8507,48,48,424976,"KOR","KOR"
2014,2014,8532,48,48,402610,"KOR","KOR"
2015,2015,8507,48,48,423023,"KOR","KOR"
2015,2015,8532,48,48,408073,"KOR","KOR"
2016,2016,8507,48,48,441095,"KOR","KOR"
2016,2016,8532,48,48,443006,"KOR","KOR"
2017,2017,8507,48,48,459947,"KOR","KOR"
2017,2017,8532,48,48,453856,"KOR","KOR"
2018,2018,8507,48,48,460081,"KOR","KOR"
2018,2018,8532,48,48,448621,"KOR","KOR"
1993,1993,8507,49,49,206228,"KOR","KOR"
1993,1993,8532,49,49,210517,"KOR","KOR"
1994,1994,8507,49,49,196559,"KOR","KOR"
1994,1994,8532,49,49,196786,"KOR","KOR"
1995,1995,8507,49,49,200572,"KOR","KOR"
1995,1995,8532,49,49,195069,"KOR","KOR"
1996,1996,8507,49,49,234642,"KOR","KOR"
1996,1996,8532,49,49,229054,"KOR","KOR"
1997,1997,8507,49,49,256453,"KOR","KOR"
1997,1997,8532,49,49,250167,"KOR","KOR"
1998,1998,8507,49,49,254197,"KOR","KOR"
1998,1998,8532,49,49,245667,"KOR","KOR"
1999,1999,8507,49,49,250693,"KOR","KOR"
1999,1999,8532,49,49,242779,"KOR","KOR"
2000,2000,8507,49,49,238884,"KOR","KOR"
2000,2000,8532,49,49,231974,"KOR","KOR"
2001,2001,8507,49,49,270560,"KOR","KOR"
2001,2001,8532,49,49,264226,"KOR","KOR"
2002,2002,8507,49,49,294584,"KOR","KOR"
2002,2002,8532,49,49,289724,"KOR","KOR"
2003,2003,8507,49,49,300615,"KOR","KOR"
2003,2003,8532,49,49,292649,"KOR","KOR"
2004,2004,8507,49,49,345893,"KOR","KOR"
2004,2004,8532,49,49,340403,"KOR","KOR"
2005,2005,8507,49,49,364180,"KOR","KOR"
2005,2005,8532,49,49,360070,"KOR","KOR"
2006,2006,8507,49,49,379349,"KOR","KOR"
2006,2006,8532,49,49,366758,"KOR","KOR"
2007,2007,8507,49,49,399670,"KOR","KOR"
2007,2007,8532,49,49,384578,"KOR","KOR"
2008,2008,8507,49,49,416475,"KOR","KOR"
2008,2008,8532,49,49,406000,"KOR","KOR"
2009,2009,8507,49,49,448866,"KOR","KOR"
2009,2009,8532,49,49,444156,"KOR","KOR"
2010,2010,8507,49,49,463377,"KOR","KOR"
2010,2010,8532,49,49,458033,"KOR","KOR"
2011,2011,8507,49,49,456371,"KOR","KOR"
2011,2011,8532,49,49,441070,"KOR","KOR"
2012,2012,8507,49,49,427955,"KOR","KOR"
2012,2012,8532,49,49,405812,"KOR","KOR"
2013,2013,8507,49,49,412960,"KOR","KOR"
2013,2013,8532,49,49,394967,"KOR","KOR"
2014,2014,8507,49,49,423216,"KOR","KOR"
2014,2014,8532,49,49,412725,"KOR","KOR"
2015,2015,8507,49,49,423758,"KOR","KOR"
2015,2015,8532,49,49,402301,"KOR","KOR"
2016,2016,8507,49,49,421773,"KOR","KOR"
2016,2016,8532,49,49,407709,"KOR","KOR"
2017,2017,8507,49,49,439953,"KOR","KOR"
2017,2017,8532,49,49,442605,"KOR","KOR"
2018,2018,8507,49,49,458807,"KOR","KOR"
2018,2018,8532,49,49,453411,"KOR","KOR"
1993,1993,8507,50,50,236872,"KOR","KOR"
1993,1993,8532,50,50,240118,"KOR","KOR"
1994,1994,8507,50,50,204285,"KOR","KOR"
1994,1994,8532,50,50,209824,"KOR","KOR"
1995,1995,8507,50,50,194707,"KOR","KOR"
1995,1995,8532,50,50,196378,"KOR","KOR"
1996,1996,8507,50,50,198736,"KOR","KOR"
1996,1996,8532,50,50,194688,"KOR","KOR"
1997,1997,8507,50,50,232655,"KOR","KOR"
1997,1997,8532,50,50,228323,"KOR","KOR"
1998,1998,8507,50,50,254256,"KOR","KOR"
1998,1998,8532,50,50,249282,"KOR","KOR"
1999,1999,8507,50,50,252019,"KOR","KOR"
1999,1999,8532,50,50,244825,"KOR","KOR"
2000,2000,8507,50,50,248922,"KOR","KOR"
2000,2000,8532,50,50,242249,"KOR","KOR"
2001,2001,8507,50,50,237304,"KOR","KOR"
2001,2001,8532,50,50,231530,"KOR","KOR"
2002,2002,8507,50,50,268644,"KOR","KOR"
2002,2002,8532,50,50,263600,"KOR","KOR"
2003,2003,8507,50,50,292267,"KOR","KOR"
2003,2003,8532,50,50,288769,"KOR","KOR"
2004,2004,8507,50,50,298391,"KOR","KOR"
2004,2004,8532,50,50,291657,"KOR","KOR"
2005,2005,8507,50,50,343943,"KOR","KOR"
2005,2005,8532,50,50,339690,"KOR","KOR"
2006,2006,8507,50,50,362457,"KOR","KOR"
2006,2006,8532,50,50,359537,"KOR","KOR"
2007,2007,8507,50,50,377797,"KOR","KOR"
2007,2007,8532,50,50,366503,"KOR","KOR"
2008,2008,8507,50,50,398548,"KOR","KOR"
2008,2008,8532,50,50,384552,"KOR","KOR"
2009,2009,8507,50,50,415421,"KOR","KOR"
2009,2009,8532,50,50,405932,"KOR","KOR"
2010,2010,8507,50,50,447265,"KOR","KOR"
2010,2010,8532,50,50,443802,"KOR","KOR"
2011,2011,8507,50,50,461772,"KOR","KOR"
2011,2011,8532,50,50,457576,"KOR","KOR"
2012,2012,8507,50,50,454824,"KOR","KOR"
2012,2012,8532,50,50,440613,"KOR","KOR"
2013,2013,8507,50,50,426541,"KOR","KOR"
2013,2013,8532,50,50,405375,"KOR","KOR"
2014,2014,8507,50,50,411781,"KOR","KOR"
2014,2014,8532,50,50,394651,"KOR","KOR"
2015,2015,8507,50,50,421786,"KOR","KOR"
2015,2015,8532,50,50,412376,"KOR","KOR"
2016,2016,8507,50,50,422330,"KOR","KOR"
2016,2016,8532,50,50,401933,"KOR","KOR"
2017,2017,8507,50,50,420566,"KOR","KOR"
2017,2017,8532,50,50,407275,"KOR","KOR"
2018,2018,8507,50,50,438760,"KOR","KOR"
2018,2018,8532,50,50,442124,"KOR","KOR"
1993,1993,8507,51,51,242683,"KOR","KOR"
1993,1993,8532,51,51,246282,"KOR","KOR"
1994,1994,8507,51,51,234561,"KOR","KOR"
1994,1994,8532,51,51,239168,"KOR","KOR"
1995,1995,8507,51,51,202333,"KOR","KOR"
1995,1995,8532,51,51,208847,"KOR","KOR"
1996,1996,8507,51,51,192973,"KOR","KOR"
1996,1996,8532,51,51,195447,"KOR","KOR"
1997,1997,8507,51,51,197032,"KOR","KOR"
1997,1997,8532,51,51,193922,"KOR","KOR"
1998,1998,8507,51,51,230592,"KOR","KOR"
1998,1998,8532,51,51,227503,"KOR","KOR"
1999,1999,8507,51,51,252057,"KOR","KOR"
1999,1999,8532,51,51,248428,"KOR","KOR"
2000,2000,8507,51,51,250102,"KOR","KOR"
2000,2000,8532,51,51,244172,"KOR","KOR"
2001,2001,8507,51,51,247045,"KOR","KOR"
2001,2001,8532,51,51,241611,"KOR","KOR"
2002,2002,8507,51,51,235510,"KOR","KOR"
2002,2002,8532,51,51,230967,"KOR","KOR"
2003,2003,8507,51,51,266561,"KOR","KOR"
2003,2003,8532,51,51,262776,"KOR","KOR"
2004,2004,8507,51,51,290085,"KOR","KOR"
2004,2004,8532,51,51,287754,"KOR","KOR"
2005,2005,8507,51,51,296593,"KOR","KOR"
2005,2005,8532,51,51,290970,"KOR","KOR"
2006,2006,8507,51,51,342208,"KOR","KOR"
2006,2006,8532,51,51,339180,"KOR","KOR"
2007,2007,8507,51,51,360932,"KOR","KOR"
2007,2007,8532,51,51,359241,"KOR","KOR"
2008,2008,8507,51,51,376632,"KOR","KOR"
2008,2008,8532,51,51,366437,"KOR","KOR"
2009,2009,8507,51,51,397370,"KOR","KOR"
2009,2009,8532,51,51,384507,"KOR","KOR"
2010,2010,8507,51,51,413819,"KOR","KOR"
2010,2010,8532,51,51,405647,"KOR","KOR"
2011,2011,8507,51,51,445520,"KOR","KOR"
2011,2011,8532,51,51,443373,"KOR","KOR"
2012,2012,8507,51,51,459988,"KOR","KOR"
2012,2012,8532,51,51,457137,"KOR","KOR"
2013,2013,8507,51,51,453144,"KOR","KOR"
2013,2013,8532,51,51,440176,"KOR","KOR"
2014,2014,8507,51,51,425252,"KOR","KOR"
2014,2014,8532,51,51,405095,"KOR","KOR"
2015,2015,8507,51,51,410441,"KOR","KOR"
2015,2015,8532,51,51,394362,"KOR","KOR"
2016,2016,8507,51,51,420300,"KOR","KOR"
2016,2016,8532,51,51,411961,"KOR","KOR"
2017,2017,8507,51,51,420913,"KOR","KOR"
2017,2017,8532,51,51,401474,"KOR","KOR"
2018,2018,8507,51,51,419302,"KOR","KOR"
2018,2018,8532,51,51,406836,"KOR","KOR"
1993,1993,8507,52,52,208894,"KOR","KOR"
1993,1993,8532,52,52,216165,"KOR","KOR"
1994,1994,8507,52,52,240118,"KOR","KOR"
1994,1994,8532,52,52,245213,"KOR","KOR"
1995,1995,8507,52,52,232141,"KOR","KOR"
1995,1995,8532,52,52,238252,"KOR","KOR"
1996,1996,8507,52,52,200362,"KOR","KOR"
1996,1996,8532,52,52,208184,"KOR","KOR"
1997,1997,8507,52,52,191133,"KOR","KOR"
1997,1997,8532,52,52,194876,"KOR","KOR"
1998,1998,8507,52,52,195048,"KOR","KOR"
1998,1998,8532,52,52,193178,"KOR","KOR"
1999,1999,8507,52,52,228336,"KOR","KOR"
1999,1999,8532,52,52,226589,"KOR","KOR"
2000,2000,8507,52,52,250019,"KOR","KOR"
2000,2000,8532,52,52,247683,"KOR","KOR"
2001,2001,8507,52,52,248151,"KOR","KOR"
2001,2001,8532,52,52,243536,"KOR","KOR"
2002,2002,8507,52,52,245086,"KOR","KOR"
2002,2002,8532,52,52,240991,"KOR","KOR"
2003,2003,8507,52,52,233631,"KOR","KOR"
2003,2003,8532,52,52,230229,"KOR","KOR"
2004,2004,8507,52,52,264589,"KOR","KOR"
2004,2004,8532,52,52,261923,"KOR","KOR"
2005,2005,8507,52,52,288346,"KOR","KOR"
2005,2005,8532,52,52,287113,"KOR","KOR"
2006,2006,8507,52,52,295069,"KOR","KOR"
2006,2006,8532,52,52,290516,"KOR","KOR"
2007,2007,8507,52,52,340679,"KOR","KOR"
2007,2007,8532,52,52,338834,"KOR","KOR"
2008,2008,8507,52,52,359771,"KOR","KOR"
2008,2008,8532,52,52,359047,"KOR","KOR"
2009,2009,8507,52,52,375486,"KOR","KOR"
2009,2009,8532,52,52,366335,"KOR","KOR"
2010,2010,8507,52,52,395724,"KOR","KOR"
2010,2010,8532,52,52,384287,"KOR","KOR"
2011,2011,8507,52,52,412060,"KOR","KOR"
2011,2011,8532,52,52,405260,"KOR","KOR"
2012,2012,8507,52,52,443641,"KOR","KOR"
2012,2012,8532,52,52,442867,"KOR","KOR"
2013,2013,8507,52,52,458103,"KOR","KOR"
2013,2013,8532,52,52,456580,"KOR","KOR"
2014,2014,8507,52,52,451493,"KOR","KOR"
2014,2014,8532,52,52,439759,"KOR","KOR"
2015,2015,8507,52,52,423662,"KOR","KOR"
2015,2015,8532,52,52,404777,"KOR","KOR"
2016,2016,8507,52,52,408955,"KOR","KOR"
2016,2016,8532,52,52,393980,"KOR","KOR"
2017,2017,8507,52,52,418871,"KOR","KOR"
2017,2017,8532,52,52,411484,"KOR","KOR"
2018,2018,8507,52,52,419550,"KOR","KOR"
2018,2018,8532,52,52,401000,"KOR","KOR"
1993,1993,8507,53,53,202519,"KOR","KOR"
1993,1993,8532,53,53,212639,"KOR","KOR"
1994,1994,8507,53,53,206363,"KOR","KOR"
1994,1994,8532,53,53,215286,"KOR","KOR"
1995,1995,8507,53,53,237374,"KOR","KOR"
1995,1995,8532,53,53,244264,"KOR","KOR"
1996,1996,8507,53,53,229599,"KOR","KOR"
1996,1996,8532,53,53,237295,"KOR","KOR"
1997,1997,8507,53,53,198287,"KOR","KOR"
1997,1997,8532,53,53,207355,"KOR","KOR"
1998,1998,8507,53,53,189235,"KOR","KOR"
1998,1998,8532,53,53,194116,"KOR","KOR"
1999,1999,8507,53,53,193150,"KOR","KOR"
1999,1999,8532,53,53,192442,"KOR","KOR"
2000,2000,8507,53,53,226419,"KOR","KOR"
2000,2000,8532,53,53,225958,"KOR","KOR"
2001,2001,8507,53,53,248091,"KOR","KOR"
2001,2001,8532,53,53,247056,"KOR","KOR"
2002,2002,8507,53,53,246197,"KOR","KOR"
2002,2002,8532,53,53,242887,"KOR","KOR"
2003,2003,8507,53,53,242910,"KOR","KOR"
2003,2003,8532,53,53,240219,"KOR","KOR"
2004,2004,8507,53,53,231614,"KOR","KOR"
2004,2004,8532,53,53,229483,"KOR","KOR"
2005,2005,8507,53,53,262782,"KOR","KOR"
2005,2005,8532,53,53,261323,"KOR","KOR"
2006,2006,8507,53,53,286607,"KOR","KOR"
2006,2006,8532,53,53,286575,"KOR","KOR"
2007,2007,8507,53,53,293599,"KOR","KOR"
2007,2007,8532,53,53,290179,"KOR","KOR"
2008,2008,8507,53,53,339433,"KOR","KOR"
2008,2008,8532,53,53,338698,"KOR","KOR"
2009,2009,8507,53,53,358466,"KOR","KOR"
2009,2009,8532,53,53,358948,"KOR","KOR"
2010,2010,8507,53,53,373713,"KOR","KOR"
2010,2010,8532,53,53,365994,"KOR","KOR"
2011,2011,8507,53,53,393874,"KOR","KOR"
2011,2011,8532,53,53,383846,"KOR","KOR"
2012,2012,8507,53,53,410188,"KOR","KOR"
2012,2012,8532,53,53,404807,"KOR","KOR"
2013,2013,8507,53,53,441685,"KOR","KOR"
2013,2013,8532,53,53,442381,"KOR","KOR"
2014,2014,8507,53,53,456334,"KOR","KOR"
2014,2014,8532,53,53,456121,"KOR","KOR"
2015,2015,8507,53,53,449725,"KOR","KOR"
2015,2015,8532,53,53,439274,"KOR","KOR"
2016,2016,8507,53,53,421946,"KOR","KOR"
2016,2016,8532,53,53,404319,"KOR","KOR"
2017,2017,8507,53,53,407361,"KOR","KOR"
2017,2017,8532,53,53,393546,"KOR","KOR"
2018,2018,8507,53,53,417426,"KOR","KOR"
2018,2018,8532,53,53,411046,"KOR","KOR"
1993,1993,8507,54,54,199138,"KOR","KOR"
1993,1993,8532,54,54,211099,"KOR","KOR"
1994,1994,8507,54,54,199833,"KOR","KOR"
1994,1994,8532,54,54,211546,"KOR","KOR"
1995,1995,8507,54,54,203736,"KOR","KOR"
1995,1995,8532,54,54,214101,"KOR","KOR"
1996,1996,8507,54,54,234596,"KOR","KOR"
1996,1996,8532,54,54,243145,"KOR","KOR"
1997,1997,8507,54,54,227026,"KOR","KOR"
1997,1997,8532,54,54,236323,"KOR","KOR"
1998,1998,8507,54,54,196209,"KOR","KOR"
1998,1998,8532,54,54,206543,"KOR","KOR"
1999,1999,8507,54,54,187351,"KOR","KOR"
1999,1999,8532,54,54,193372,"KOR","KOR"
2000,2000,8507,54,54,191352,"KOR","KOR"
2000,2000,8532,54,54,191829,"KOR","KOR"
2001,2001,8507,54,54,224322,"KOR","KOR"
2001,2001,8532,54,54,225228,"KOR","KOR"
2002,2002,8507,54,54,245895,"KOR","KOR"
2002,2002,8532,54,54,246347,"KOR","KOR"
2003,2003,8507,54,54,243996,"KOR","KOR"
2003,2003,8532,54,54,242122,"KOR","KOR"
2004,2004,8507,54,54,240791,"KOR","KOR"
2004,2004,8532,54,54,239382,"KOR","KOR"
2005,2005,8507,54,54,229882,"KOR","KOR"
2005,2005,8532,54,54,228964,"KOR","KOR"
2006,2006,8507,54,54,261095,"KOR","KOR"
2006,2006,8532,54,54,260914,"KOR","KOR"
2007,2007,8507,54,54,285047,"KOR","KOR"
2007,2007,8532,54,54,286197,"KOR","KOR"
2008,2008,8507,54,54,292337,"KOR","KOR"
2008,2008,8532,54,54,289987,"KOR","KOR"
2009,2009,8507,54,54,337919,"KOR","KOR"
2009,2009,8532,54,54,338501,"KOR","KOR"
2010,2010,8507,54,54,356543,"KOR","KOR"
2010,2010,8532,54,54,358600,"KOR","KOR"
2011,2011,8507,54,54,371761,"KOR","KOR"
2011,2011,8532,54,54,365584,"KOR","KOR"
2012,2012,8507,54,54,391911,"KOR","KOR"
2012,2012,8532,54,54,383335,"KOR","KOR"
2013,2013,8507,54,54,408269,"KOR","KOR"
2013,2013,8532,54,54,404214,"KOR","KOR"
2014,2014,8507,54,54,439830,"KOR","KOR"
2014,2014,8532,54,54,441867,"KOR","KOR"
2015,2015,8507,54,54,454282,"KOR","KOR"
2015,2015,8532,54,54,455557,"KOR","KOR"
2016,2016,8507,54,54,447780,"KOR","KOR"
2016,2016,8532,54,54,438657,"KOR","KOR"
2017,2017,8507,54,54,420341,"KOR","KOR"
2017,2017,8532,54,54,403846,"KOR","KOR"
2018,2018,8507,54,54,405920,"KOR","KOR"
2018,2018,8532,54,54,393133,"KOR","KOR"
1993,1993,8507,55,55,185481,"KOR","KOR"
1993,1993,8532,55,55,199349,"KOR","KOR"
1994,1994,8507,55,55,196409,"KOR","KOR"
1994,1994,8532,55,55,209978,"KOR","KOR"
1995,1995,8507,55,55,197294,"KOR","KOR"
1995,1995,8532,55,55,210617,"KOR","KOR"
1996,1996,8507,55,55,201188,"KOR","KOR"
1996,1996,8532,55,55,213318,"KOR","KOR"
1997,1997,8507,55,55,231635,"KOR","KOR"
1997,1997,8532,55,55,242153,"KOR","KOR"
1998,1998,8507,55,55,224334,"KOR","KOR"
1998,1998,8532,55,55,235266,"KOR","KOR"
1999,1999,8507,55,55,193970,"KOR","KOR"
1999,1999,8532,55,55,205612,"KOR","KOR"
2000,2000,8507,55,55,185467,"KOR","KOR"
2000,2000,8532,55,55,192732,"KOR","KOR"
2001,2001,8507,55,55,189611,"KOR","KOR"
2001,2001,8532,55,55,191287,"KOR","KOR"
2002,2002,8507,55,55,222343,"KOR","KOR"
2002,2002,8532,55,55,224519,"KOR","KOR"
2003,2003,8507,55,55,243618,"KOR","KOR"
2003,2003,8532,55,55,245440,"KOR","KOR"
2004,2004,8507,55,55,241740,"KOR","KOR"
2004,2004,8532,55,55,241267,"KOR","KOR"
2005,2005,8507,55,55,238867,"KOR","KOR"
2005,2005,8532,55,55,238795,"KOR","KOR"
2006,2006,8507,55,55,228289,"KOR","KOR"
2006,2006,8532,55,55,228534,"KOR","KOR"
2007,2007,8507,55,55,259529,"KOR","KOR"
2007,2007,8532,55,55,260562,"KOR","KOR"
2008,2008,8507,55,55,283584,"KOR","KOR"
2008,2008,8532,55,55,285955,"KOR","KOR"
2009,2009,8507,55,55,290910,"KOR","KOR"
2009,2009,8532,55,55,289722,"KOR","KOR"
2010,2010,8507,55,55,336086,"KOR","KOR"
2010,2010,8532,55,55,338021,"KOR","KOR"
2011,2011,8507,55,55,354603,"KOR","KOR"
2011,2011,8532,55,55,358100,"KOR","KOR"
2012,2012,8507,55,55,369765,"KOR","KOR"
2012,2012,8532,55,55,365088,"KOR","KOR"
2013,2013,8507,55,55,389900,"KOR","KOR"
2013,2013,8532,55,55,382795,"KOR","KOR"
2014,2014,8507,55,55,406359,"KOR","KOR"
2014,2014,8532,55,55,403729,"KOR","KOR"
2015,2015,8507,55,55,437644,"KOR","KOR"
2015,2015,8532,55,55,441292,"KOR","KOR"
2016,2016,8507,55,55,452022,"KOR","KOR"
2016,2016,8532,55,55,454916,"KOR","KOR"
2017,2017,8507,55,55,445857,"KOR","KOR"
2017,2017,8532,55,55,438056,"KOR","KOR"
2018,2018,8507,55,55,418670,"KOR","KOR"
2018,2018,8532,55,55,403289,"KOR","KOR"
1993,1993,8507,56,56,176678,"KOR","KOR"
1993,1993,8532,56,56,193358,"KOR","KOR"
1994,1994,8507,56,56,182768,"KOR","KOR"
1994,1994,8532,56,56,198257,"KOR","KOR"
1995,1995,8507,56,56,193575,"KOR","KOR"
1995,1995,8532,56,56,208873,"KOR","KOR"
1996,1996,8507,56,56,194623,"KOR","KOR"
1996,1996,8532,56,56,209559,"KOR","KOR"
1997,1997,8507,56,56,198606,"KOR","KOR"
1997,1997,8532,56,56,212275,"KOR","KOR"
1998,1998,8507,56,56,228731,"KOR","KOR"
1998,1998,8532,56,56,241012,"KOR","KOR"
1999,1999,8507,56,56,221596,"KOR","KOR"
1999,1999,8532,56,56,234295,"KOR","KOR"
2000,2000,8507,56,56,191863,"KOR","KOR"
2000,2000,8532,56,56,204895,"KOR","KOR"
2001,2001,8507,56,56,183541,"KOR","KOR"
2001,2001,8532,56,56,192015,"KOR","KOR"
2002,2002,8507,56,56,187699,"KOR","KOR"
2002,2002,8532,56,56,190569,"KOR","KOR"
2003,2003,8507,56,56,220150,"KOR","KOR"
2003,2003,8532,56,56,223690,"KOR","KOR"
2004,2004,8507,56,56,241348,"KOR","KOR"
2004,2004,8532,56,56,244600,"KOR","KOR"
2005,2005,8507,56,56,239889,"KOR","KOR"
2005,2005,8532,56,56,240717,"KOR","KOR"
2006,2006,8507,56,56,237208,"KOR","KOR"
2006,2006,8532,56,56,238394,"KOR","KOR"
2007,2007,8507,56,56,226723,"KOR","KOR"
2007,2007,8532,56,56,228155,"KOR","KOR"
2008,2008,8507,56,56,258026,"KOR","KOR"
2008,2008,8532,56,56,260261,"KOR","KOR"
2009,2009,8507,56,56,282066,"KOR","KOR"
2009,2009,8532,56,56,285684,"KOR","KOR"
2010,2010,8507,56,56,289278,"KOR","KOR"
2010,2010,8532,56,56,289355,"KOR","KOR"
2011,2011,8507,56,56,334227,"KOR","KOR"
2011,2011,8532,56,56,337527,"KOR","KOR"
2012,2012,8507,56,56,352604,"KOR","KOR"
2012,2012,8532,56,56,357593,"KOR","KOR"
2013,2013,8507,56,56,367665,"KOR","KOR"
2013,2013,8532,56,56,364561,"KOR","KOR"
2014,2014,8507,56,56,387886,"KOR","KOR"
2014,2014,8532,56,56,382262,"KOR","KOR"
2015,2015,8507,56,56,404298,"KOR","KOR"
2015,2015,8532,56,56,403117,"KOR","KOR"
2016,2016,8507,56,56,435468,"KOR","KOR"
2016,2016,8532,56,56,440606,"KOR","KOR"
2017,2017,8507,56,56,449852,"KOR","KOR"
2017,2017,8532,56,56,454250,"KOR","KOR"
2018,2018,8507,56,56,443839,"KOR","KOR"
2018,2018,8532,56,56,437442,"KOR","KOR"
1993,1993,8507,57,57,169948,"KOR","KOR"
1993,1993,8532,57,57,191445,"KOR","KOR"
1994,1994,8507,57,57,173798,"KOR","KOR"
1994,1994,8532,57,57,192208,"KOR","KOR"
1995,1995,8507,57,57,179912,"KOR","KOR"
1995,1995,8532,57,57,197106,"KOR","KOR"
1996,1996,8507,57,57,190711,"KOR","KOR"
1996,1996,8532,57,57,207776,"KOR","KOR"
1997,1997,8507,57,57,191914,"KOR","KOR"
1997,1997,8532,57,57,208570,"KOR","KOR"
1998,1998,8507,57,57,195924,"KOR","KOR"
1998,1998,8532,57,57,211325,"KOR","KOR"
1999,1999,8507,57,57,225697,"KOR","KOR"
1999,1999,8532,57,57,239899,"KOR","KOR"
2000,2000,8507,57,57,218942,"KOR","KOR"
2000,2000,8532,57,57,233280,"KOR","KOR"
2001,2001,8507,57,57,189790,"KOR","KOR"
2001,2001,8532,57,57,204070,"KOR","KOR"
2002,2002,8507,57,57,181594,"KOR","KOR"
2002,2002,8532,57,57,191289,"KOR","KOR"
2003,2003,8507,57,57,185708,"KOR","KOR"
2003,2003,8532,57,57,189815,"KOR","KOR"
2004,2004,8507,57,57,217919,"KOR","KOR"
2004,2004,8532,57,57,222836,"KOR","KOR"
2005,2005,8507,57,57,239317,"KOR","KOR"
2005,2005,8532,57,57,243912,"KOR","KOR"
2006,2006,8507,57,57,238159,"KOR","KOR"
2006,2006,8532,57,57,240224,"KOR","KOR"
2007,2007,8507,57,57,235588,"KOR","KOR"
2007,2007,8532,57,57,237960,"KOR","KOR"
2008,2008,8507,57,57,225353,"KOR","KOR"
2008,2008,8532,57,57,227798,"KOR","KOR"
2009,2009,8507,57,57,256514,"KOR","KOR"
2009,2009,8532,57,57,259871,"KOR","KOR"
2010,2010,8507,57,57,280242,"KOR","KOR"
2010,2010,8532,57,57,285181,"KOR","KOR"
2011,2011,8507,57,57,287364,"KOR","KOR"
2011,2011,8532,57,57,288844,"KOR","KOR"
2012,2012,8507,57,57,332107,"KOR","KOR"
2012,2012,8532,57,57,336933,"KOR","KOR"
2013,2013,8507,57,57,350447,"KOR","KOR"
2013,2013,8532,57,57,357005,"KOR","KOR"
2014,2014,8507,57,57,365660,"KOR","KOR"
2014,2014,8532,57,57,364004,"KOR","KOR"
2015,2015,8507,57,57,385792,"KOR","KOR"
2015,2015,8532,57,57,381608,"KOR","KOR"
2016,2016,8507,57,57,402140,"KOR","KOR"
2016,2016,8532,57,57,402386,"KOR","KOR"
2017,2017,8507,57,57,433344,"KOR","KOR"
2017,2017,8532,57,57,439824,"KOR","KOR"
2018,2018,8507,57,57,447680,"KOR","KOR"
2018,2018,8532,57,57,453535,"KOR","KOR"
1993,1993,8507,58,58,159246,"KOR","KOR"
1993,1993,8532,58,58,185380,"KOR","KOR"
1994,1994,8507,58,58,167231,"KOR","KOR"
1994,1994,8532,58,58,190335,"KOR","KOR"
1995,1995,8507,58,58,171045,"KOR","KOR"
1995,1995,8532,58,58,191101,"KOR","KOR"
1996,1996,8507,58,58,177121,"KOR","KOR"
1996,1996,8532,58,58,196024,"KOR","KOR"
1997,1997,8507,58,58,187802,"KOR","KOR"
1997,1997,8532,58,58,206642,"KOR","KOR"
1998,1998,8507,58,58,189040,"KOR","KOR"
1998,1998,8532,58,58,207390,"KOR","KOR"
1999,1999,8507,58,58,193128,"KOR","KOR"
1999,1999,8532,58,58,210218,"KOR","KOR"
2000,2000,8507,58,58,222791,"KOR","KOR"
2000,2000,8532,58,58,238924,"KOR","KOR"
2001,2001,8507,58,58,216275,"KOR","KOR"
2001,2001,8532,58,58,232392,"KOR","KOR"
2002,2002,8507,58,58,187530,"KOR","KOR"
2002,2002,8532,58,58,203278,"KOR","KOR"
2003,2003,8507,58,58,179518,"KOR","KOR"
2003,2003,8532,58,58,190458,"KOR","KOR"
2004,2004,8507,58,58,183731,"KOR","KOR"
2004,2004,8532,58,58,188994,"KOR","KOR"
2005,2005,8507,58,58,215985,"KOR","KOR"
2005,2005,8532,58,58,222170,"KOR","KOR"
2006,2006,8507,58,58,237434,"KOR","KOR"
2006,2006,8532,58,58,243282,"KOR","KOR"
