"startYear","endYear","genderConceptId","startAge","endAge","population","country","location"
1994,1994,8507,23,23,490405,"KOR","KOR"
1994,1994,8532,23,23,460968,"KOR","KOR"
1995,1995,8507,23,23,483605,"KOR","KOR"
1995,1995,8532,23,23,452298,"KOR","KOR"
1996,1996,8507,23,23,465170,"KOR","KOR"
1996,1996,8532,23,23,442954,"KOR","KOR"
1997,1997,8507,23,23,453305,"KOR","KOR"
1997,1997,8532,23,23,434429,"KOR","KOR"
1998,1998,8507,23,23,426098,"KOR","KOR"
1998,1998,8532,23,23,407000,"KOR","KOR"
1999,1999,8507,23,23,400100,"KOR","KOR"
1999,1999,8532,23,23,382105,"KOR","KOR"
2000,2000,8507,23,23,395768,"KOR","KOR"
2000,2000,8532,23,23,379405,"KOR","KOR"
2001,2001,8507,23,23,386438,"KOR","KOR"
2001,2001,8532,23,23,366672,"KOR","KOR"
2002,2002,8507,23,23,398571,"KOR","KOR"
2002,2002,8532,23,23,376815,"KOR","KOR"
2003,2003,8507,23,23,424796,"KOR","KOR"
2003,2003,8532,23,23,406640,"KOR","KOR"
2004,2004,8507,23,23,430126,"KOR","KOR"
2004,2004,8532,23,23,406554,"KOR","KOR"
2005,2005,8507,23,23,425930,"KOR","KOR"
2005,2005,8532,23,23,402554,"KOR","KOR"
2006,2006,8507,23,23,402138,"KOR","KOR"
2006,2006,8532,23,23,379823,"KOR","KOR"
2007,2007,8507,23,23,361893,"KOR","KOR"
2007,2007,8532,23,23,339464,"KOR","KOR"
2008,2008,8507,23,23,338365,"KOR","KOR"
2008,2008,8532,23,23,314660,"KOR","KOR"
2009,2009,8507,23,23,331536,"KOR","KOR"
2009,2009,8532,23,23,304196,"KOR","KOR"
2010,2010,8507,23,23,321661,"KOR","KOR"
2010,2010,8532,23,23,296364,"KOR","KOR"
2011,2011,8507,23,23,322174,"KOR","KOR"
2011,2011,8532,23,23,295215,"KOR","KOR"
2012,2012,8507,23,23,327976,"KOR","KOR"
2012,2012,8532,23,23,296510,"KOR","KOR"
2013,2013,8507,23,23,334019,"KOR","KOR"
2013,2013,8532,23,23,297702,"KOR","KOR"
2014,2014,8507,23,23,353555,"KOR","KOR"
2014,2014,8532,23,23,314041,"KOR","KOR"
2015,2015,8507,23,23,374638,"KOR","KOR"
2015,2015,8532,23,23,335569,"KOR","KOR"
2016,2016,8507,23,23,379267,"KOR","KOR"
2016,2016,8532,23,23,334766,"KOR","KOR"
2017,2017,8507,23,23,377611,"KOR","KOR"
2017,2017,8532,23,23,330697,"KOR","KOR"
2018,2018,8507,23,23,375544,"KOR","KOR"
2018,2018,8532,23,23,331623,"KOR","KOR"
1993,1993,8507,24,24,485099,"KOR","KOR"
1993,1993,8532,24,24,465823,"KOR","KOR"
1994,1994,8507,24,24,483621,"KOR","KOR"
1994,1994,8532,24,24,459780,"KOR","KOR"
1995,1995,8507,24,24,489079,"KOR","KOR"
1995,1995,8532,24,24,460414,"KOR","KOR"
1996,1996,8507,24,24,482466,"KOR","KOR"
1996,1996,8532,24,24,452175,"KOR","KOR"
1997,1997,8507,24,24,464105,"KOR","KOR"
1997,1997,8532,24,24,443058,"KOR","KOR"
1998,1998,8507,24,24,452283,"KOR","KOR"
1998,1998,8532,24,24,434273,"KOR","KOR"
1999,1999,8507,24,24,425203,"KOR","KOR"
1999,1999,8532,24,24,406747,"KOR","KOR"
2000,2000,8507,24,24,399491,"KOR","KOR"
2000,2000,8532,24,24,382056,"KOR","KOR"
2001,2001,8507,24,24,395016,"KOR","KOR"
2001,2001,8532,24,24,379247,"KOR","KOR"
2002,2002,8507,24,24,385577,"KOR","KOR"
2002,2002,8532,24,24,366284,"KOR","KOR"
2003,2003,8507,24,24,397572,"KOR","KOR"
2003,2003,8532,24,24,376101,"KOR","KOR"
2004,2004,8507,24,24,423971,"KOR","KOR"
2004,2004,8532,24,24,406054,"KOR","KOR"
2005,2005,8507,24,24,429692,"KOR","KOR"
2005,2005,8532,24,24,406538,"KOR","KOR"
2006,2006,8507,24,24,425599,"KOR","KOR"
2006,2006,8532,24,24,402696,"KOR","KOR"
2007,2007,8507,24,24,401860,"KOR","KOR"
2007,2007,8532,24,24,379867,"KOR","KOR"
2008,2008,8507,24,24,361620,"KOR","KOR"
2008,2008,8532,24,24,339608,"KOR","KOR"
2009,2009,8507,24,24,338084,"KOR","KOR"
2009,2009,8532,24,24,315013,"KOR","KOR"
2010,2010,8507,24,24,331121,"KOR","KOR"
2010,2010,8532,24,24,304487,"KOR","KOR"
2011,2011,8507,24,24,321275,"KOR","KOR"
2011,2011,8532,24,24,296870,"KOR","KOR"
2012,2012,8507,24,24,321752,"KOR","KOR"
2012,2012,8532,24,24,295858,"KOR","KOR"
2013,2013,8507,24,24,327533,"KOR","KOR"
2013,2013,8532,24,24,297038,"KOR","KOR"
2014,2014,8507,24,24,333742,"KOR","KOR"
2014,2014,8532,24,24,298218,"KOR","KOR"
2015,2015,8507,24,24,353235,"KOR","KOR"
2015,2015,8532,24,24,314338,"KOR","KOR"
2016,2016,8507,24,24,374216,"KOR","KOR"
2016,2016,8532,24,24,335757,"KOR","KOR"
2017,2017,8507,24,24,378818,"KOR","KOR"
2017,2017,8532,24,24,335009,"KOR","KOR"
2018,2018,8507,24,24,377164,"KOR","KOR"
2018,2018,8532,24,24,330946,"KOR","KOR"
1993,1993,8507,25,25,466056,"KOR","KOR"
1993,1993,8532,25,25,455458,"KOR","KOR"
1994,1994,8507,25,25,483884,"KOR","KOR"
1994,1994,8532,25,25,465417,"KOR","KOR"
1995,1995,8507,25,25,482217,"KOR","KOR"
1995,1995,8532,25,25,459096,"KOR","KOR"
1996,1996,8507,25,25,487860,"KOR","KOR"
1996,1996,8532,25,25,460180,"KOR","KOR"
1997,1997,8507,25,25,481276,"KOR","KOR"
1997,1997,8532,25,25,452137,"KOR","KOR"
1998,1998,8507,25,25,462949,"KOR","KOR"
1998,1998,8532,25,25,442900,"KOR","KOR"
1999,1999,8507,25,25,451282,"KOR","KOR"
1999,1999,8532,25,25,434120,"KOR","KOR"
2000,2000,8507,25,25,424571,"KOR","KOR"
2000,2000,8532,25,25,406694,"KOR","KOR"
2001,2001,8507,25,25,398825,"KOR","KOR"
2001,2001,8532,25,25,381798,"KOR","KOR"
2002,2002,8507,25,25,394111,"KOR","KOR"
2002,2002,8532,25,25,378802,"KOR","KOR"
2003,2003,8507,25,25,384359,"KOR","KOR"
2003,2003,8532,25,25,365744,"KOR","KOR"
2004,2004,8507,25,25,396612,"KOR","KOR"
2004,2004,8532,25,25,375756,"KOR","KOR"
2005,2005,8507,25,25,423537,"KOR","KOR"
2005,2005,8532,25,25,406147,"KOR","KOR"
2006,2006,8507,25,25,429382,"KOR","KOR"
2006,2006,8532,25,25,406634,"KOR","KOR"
2007,2007,8507,25,25,425371,"KOR","KOR"
2007,2007,8532,25,25,402779,"KOR","KOR"
2008,2008,8507,25,25,401666,"KOR","KOR"
2008,2008,8532,25,25,380089,"KOR","KOR"
2009,2009,8507,25,25,361396,"KOR","KOR"
2009,2009,8532,25,25,339969,"KOR","KOR"
2010,2010,8507,25,25,337666,"KOR","KOR"
2010,2010,8532,25,25,315386,"KOR","KOR"
2011,2011,8507,25,25,330670,"KOR","KOR"
2011,2011,8532,25,25,305103,"KOR","KOR"
2012,2012,8507,25,25,320839,"KOR","KOR"
2012,2012,8532,25,25,297567,"KOR","KOR"
2013,2013,8507,25,25,321311,"KOR","KOR"
2013,2013,8532,25,25,296406,"KOR","KOR"
2014,2014,8507,25,25,327239,"KOR","KOR"
2014,2014,8532,25,25,297554,"KOR","KOR"
2015,2015,8507,25,25,333450,"KOR","KOR"
2015,2015,8532,25,25,298556,"KOR","KOR"
2016,2016,8507,25,25,352833,"KOR","KOR"
2016,2016,8532,25,25,314649,"KOR","KOR"
2017,2017,8507,25,25,373705,"KOR","KOR"
2017,2017,8532,25,25,336053,"KOR","KOR"
2018,2018,8507,25,25,378273,"KOR","KOR"
2018,2018,8532,25,25,335336,"KOR","KOR"
1993,1993,8507,26,26,447143,"KOR","KOR"
1993,1993,8532,26,26,419763,"KOR","KOR"
1994,1994,8507,26,26,464979,"KOR","KOR"
1994,1994,8532,26,26,454962,"KOR","KOR"
1995,1995,8507,26,26,482615,"KOR","KOR"
1995,1995,8532,26,26,464765,"KOR","KOR"
1996,1996,8507,26,26,481047,"KOR","KOR"
1996,1996,8532,26,26,458783,"KOR","KOR"
1997,1997,8507,26,26,486639,"KOR","KOR"
1997,1997,8532,26,26,460058,"KOR","KOR"
1998,1998,8507,26,26,480098,"KOR","KOR"
1998,1998,8532,26,26,452056,"KOR","KOR"
1999,1999,8507,26,26,461966,"KOR","KOR"
1999,1999,8532,26,26,442789,"KOR","KOR"
2000,2000,8507,26,26,450578,"KOR","KOR"
2000,2000,8532,26,26,434075,"KOR","KOR"
2001,2001,8507,26,26,423640,"KOR","KOR"
2001,2001,8532,26,26,406528,"KOR","KOR"
2002,2002,8507,26,26,397775,"KOR","KOR"
2002,2002,8532,26,26,381494,"KOR","KOR"
2003,2003,8507,26,26,392927,"KOR","KOR"
2003,2003,8532,26,26,378343,"KOR","KOR"
2004,2004,8507,26,26,383488,"KOR","KOR"
2004,2004,8532,26,26,365482,"KOR","KOR"
2005,2005,8507,26,26,396353,"KOR","KOR"
2005,2005,8532,26,26,375962,"KOR","KOR"
2006,2006,8507,26,26,423331,"KOR","KOR"
2006,2006,8532,26,26,406360,"KOR","KOR"
2007,2007,8507,26,26,429149,"KOR","KOR"
2007,2007,8532,26,26,406786,"KOR","KOR"
2008,2008,8507,26,26,425201,"KOR","KOR"
2008,2008,8532,26,26,403078,"KOR","KOR"
2009,2009,8507,26,26,401489,"KOR","KOR"
2009,2009,8532,26,26,380511,"KOR","KOR"
2010,2010,8507,26,26,360974,"KOR","KOR"
2010,2010,8532,26,26,340281,"KOR","KOR"
2011,2011,8507,26,26,337244,"KOR","KOR"
2011,2011,8532,26,26,315880,"KOR","KOR"
2012,2012,8507,26,26,330325,"KOR","KOR"
2012,2012,8532,26,26,305696,"KOR","KOR"
2013,2013,8507,26,26,320410,"KOR","KOR"
2013,2013,8532,26,26,298107,"KOR","KOR"
2014,2014,8507,26,26,320977,"KOR","KOR"
2014,2014,8532,26,26,296979,"KOR","KOR"
2015,2015,8507,26,26,326964,"KOR","KOR"
2015,2015,8532,26,26,297915,"KOR","KOR"
2016,2016,8507,26,26,333099,"KOR","KOR"
2016,2016,8532,26,26,298903,"KOR","KOR"
2017,2017,8507,26,26,352435,"KOR","KOR"
2017,2017,8532,26,26,315019,"KOR","KOR"
2018,2018,8507,26,26,373332,"KOR","KOR"
2018,2018,8532,26,26,336439,"KOR","KOR"
1993,1993,8507,27,27,449151,"KOR","KOR"
1993,1993,8532,27,27,413970,"KOR","KOR"
1994,1994,8507,27,27,445885,"KOR","KOR"
1994,1994,8532,27,27,419184,"KOR","KOR"
1995,1995,8507,27,27,463367,"KOR","KOR"
1995,1995,8532,27,27,454094,"KOR","KOR"
1996,1996,8507,27,27,481089,"KOR","KOR"
1996,1996,8532,27,27,464263,"KOR","KOR"
1997,1997,8507,27,27,479698,"KOR","KOR"
1997,1997,8532,27,27,458584,"KOR","KOR"
1998,1998,8507,27,27,485370,"KOR","KOR"
1998,1998,8532,27,27,459806,"KOR","KOR"
1999,1999,8507,27,27,478935,"KOR","KOR"
1999,1999,8532,27,27,451559,"KOR","KOR"
2000,2000,8507,27,27,461180,"KOR","KOR"
2000,2000,8532,27,27,442393,"KOR","KOR"
2001,2001,8507,27,27,449703,"KOR","KOR"
2001,2001,8532,27,27,433739,"KOR","KOR"
2002,2002,8507,27,27,422517,"KOR","KOR"
2002,2002,8532,27,27,406040,"KOR","KOR"
2003,2003,8507,27,27,396313,"KOR","KOR"
2003,2003,8532,27,27,380830,"KOR","KOR"
2004,2004,8507,27,27,391778,"KOR","KOR"
2004,2004,8532,27,27,377822,"KOR","KOR"
2005,2005,8507,27,27,383089,"KOR","KOR"
2005,2005,8532,27,27,365457,"KOR","KOR"
2006,2006,8507,27,27,396083,"KOR","KOR"
2006,2006,8532,27,27,376092,"KOR","KOR"
2007,2007,8507,27,27,423014,"KOR","KOR"
2007,2007,8532,27,27,406476,"KOR","KOR"
2008,2008,8507,27,27,428888,"KOR","KOR"
2008,2008,8532,27,27,407078,"KOR","KOR"
2009,2009,8507,27,27,424915,"KOR","KOR"
2009,2009,8532,27,27,403506,"KOR","KOR"
2010,2010,8507,27,27,400914,"KOR","KOR"
2010,2010,8532,27,27,380802,"KOR","KOR"
2011,2011,8507,27,27,360471,"KOR","KOR"
2011,2011,8532,27,27,340705,"KOR","KOR"
2012,2012,8507,27,27,336876,"KOR","KOR"
2012,2012,8532,27,27,316422,"KOR","KOR"
2013,2013,8507,27,27,329923,"KOR","KOR"
2013,2013,8532,27,27,306199,"KOR","KOR"
2014,2014,8507,27,27,320155,"KOR","KOR"
2014,2014,8532,27,27,298664,"KOR","KOR"
2015,2015,8507,27,27,320724,"KOR","KOR"
2015,2015,8532,27,27,297349,"KOR","KOR"
2016,2016,8507,27,27,326649,"KOR","KOR"
2016,2016,8532,27,27,298211,"KOR","KOR"
2017,2017,8507,27,27,332759,"KOR","KOR"
2017,2017,8532,27,27,299318,"KOR","KOR"
2018,2018,8507,27,27,352078,"KOR","KOR"
2018,2018,8532,27,27,315449,"KOR","KOR"
1993,1993,8507,28,28,449441,"KOR","KOR"
1993,1993,8532,28,28,425086,"KOR","KOR"
1994,1994,8507,28,28,447959,"KOR","KOR"
1994,1994,8532,28,28,413422,"KOR","KOR"
1995,1995,8507,28,28,444406,"KOR","KOR"
1995,1995,8532,28,28,418301,"KOR","KOR"
1996,1996,8507,28,28,462132,"KOR","KOR"
1996,1996,8532,28,28,453446,"KOR","KOR"
1997,1997,8507,28,28,479899,"KOR","KOR"
1997,1997,8532,28,28,463881,"KOR","KOR"
1998,1998,8507,28,28,478478,"KOR","KOR"
1998,1998,8532,28,28,458099,"KOR","KOR"
1999,1999,8507,28,28,484261,"KOR","KOR"
1999,1999,8532,28,28,459286,"KOR","KOR"
2000,2000,8507,28,28,478188,"KOR","KOR"
2000,2000,8532,28,28,451346,"KOR","KOR"
2001,2001,8507,28,28,460284,"KOR","KOR"
2001,2001,8532,28,28,442096,"KOR","KOR"
2002,2002,8507,28,28,448353,"KOR","KOR"
2002,2002,8532,28,28,433130,"KOR","KOR"
2003,2003,8507,28,28,420868,"KOR","KOR"
2003,2003,8532,28,28,405259,"KOR","KOR"
2004,2004,8507,28,28,395041,"KOR","KOR"
2004,2004,8532,28,28,380266,"KOR","KOR"
2005,2005,8507,28,28,391312,"KOR","KOR"
2005,2005,8532,28,28,377850,"KOR","KOR"
2006,2006,8507,28,28,382855,"KOR","KOR"
2006,2006,8532,28,28,365648,"KOR","KOR"
2007,2007,8507,28,28,395858,"KOR","KOR"
2007,2007,8532,28,28,376301,"KOR","KOR"
2008,2008,8507,28,28,422842,"KOR","KOR"
2008,2008,8532,28,28,406861,"KOR","KOR"
2009,2009,8507,28,28,428623,"KOR","KOR"
2009,2009,8532,28,28,407479,"KOR","KOR"
2010,2010,8507,28,28,424285,"KOR","KOR"
2010,2010,8532,28,28,403739,"KOR","KOR"
2011,2011,8507,28,28,400351,"KOR","KOR"
2011,2011,8532,28,28,381153,"KOR","KOR"
2012,2012,8507,28,28,360139,"KOR","KOR"
2012,2012,8532,28,28,341121,"KOR","KOR"
2013,2013,8507,28,28,336507,"KOR","KOR"
2013,2013,8532,28,28,316814,"KOR","KOR"
2014,2014,8507,28,28,329673,"KOR","KOR"
2014,2014,8532,28,28,306673,"KOR","KOR"
2015,2015,8507,28,28,319892,"KOR","KOR"
2015,2015,8532,28,28,299015,"KOR","KOR"
2016,2016,8507,28,28,320383,"KOR","KOR"
2016,2016,8532,28,28,297666,"KOR","KOR"
2017,2017,8507,28,28,326310,"KOR","KOR"
2017,2017,8532,28,28,298536,"KOR","KOR"
2018,2018,8507,28,28,332406,"KOR","KOR"
2018,2018,8532,28,28,299734,"KOR","KOR"
1993,1993,8507,29,29,439430,"KOR","KOR"
1993,1993,8532,29,29,407008,"KOR","KOR"
1994,1994,8507,29,29,448068,"KOR","KOR"
1994,1994,8532,29,29,424330,"KOR","KOR"
1995,1995,8507,29,29,446463,"KOR","KOR"
1995,1995,8532,29,29,412618,"KOR","KOR"
1996,1996,8507,29,29,443220,"KOR","KOR"
1996,1996,8532,29,29,417848,"KOR","KOR"
1997,1997,8507,29,29,460907,"KOR","KOR"
1997,1997,8532,29,29,452980,"KOR","KOR"
1998,1998,8507,29,29,478682,"KOR","KOR"
1998,1998,8532,29,29,463286,"KOR","KOR"
1999,1999,8507,29,29,477343,"KOR","KOR"
1999,1999,8532,29,29,457420,"KOR","KOR"
2000,2000,8507,29,29,483457,"KOR","KOR"
2000,2000,8532,29,29,458860,"KOR","KOR"
2001,2001,8507,29,29,477269,"KOR","KOR"
2001,2001,8532,29,29,450920,"KOR","KOR"
2002,2002,8507,29,29,458994,"KOR","KOR"
2002,2002,8532,29,29,441484,"KOR","KOR"
2003,2003,8507,29,29,446607,"KOR","KOR"
2003,2003,8532,29,29,432230,"KOR","KOR"
2004,2004,8507,29,29,419570,"KOR","KOR"
2004,2004,8532,29,29,404488,"KOR","KOR"
2005,2005,8507,29,29,394746,"KOR","KOR"
2005,2005,8532,29,29,380053,"KOR","KOR"
2006,2006,8507,29,29,391180,"KOR","KOR"
2006,2006,8532,29,29,377764,"KOR","KOR"
2007,2007,8507,29,29,382735,"KOR","KOR"
2007,2007,8532,29,29,365655,"KOR","KOR"
2008,2008,8507,29,29,395828,"KOR","KOR"
2008,2008,8532,29,29,376630,"KOR","KOR"
2009,2009,8507,29,29,422704,"KOR","KOR"
2009,2009,8532,29,29,407280,"KOR","KOR"
2010,2010,8507,29,29,428092,"KOR","KOR"
2010,2010,8532,29,29,407567,"KOR","KOR"
2011,2011,8507,29,29,423765,"KOR","KOR"
2011,2011,8532,29,29,403925,"KOR","KOR"
2012,2012,8507,29,29,399969,"KOR","KOR"
2012,2012,8532,29,29,381451,"KOR","KOR"
2013,2013,8507,29,29,359750,"KOR","KOR"
2013,2013,8532,29,29,341356,"KOR","KOR"
2014,2014,8507,29,29,336284,"KOR","KOR"
2014,2014,8532,29,29,317205,"KOR","KOR"
2015,2015,8507,29,29,329396,"KOR","KOR"
2015,2015,8532,29,29,306982,"KOR","KOR"
2016,2016,8507,29,29,319589,"KOR","KOR"
2016,2016,8532,29,29,299288,"KOR","KOR"
2017,2017,8507,29,29,320144,"KOR","KOR"
2017,2017,8532,29,29,297995,"KOR","KOR"
2018,2018,8507,29,29,326030,"KOR","KOR"
2018,2018,8532,29,29,298895,"KOR","KOR"
1993,1993,8507,30,30,455704,"KOR","KOR"
1993,1993,8532,30,30,418201,"KOR","KOR"
1994,1994,8507,30,30,438103,"KOR","KOR"
1994,1994,8532,30,30,406298,"KOR","KOR"
1995,1995,8507,30,30,446627,"KOR","KOR"
1995,1995,8532,30,30,423376,"KOR","KOR"
1996,1996,8507,30,30,445325,"KOR","KOR"
1996,1996,8532,30,30,411804,"KOR","KOR"
1997,1997,8507,30,30,442026,"KOR","KOR"
1997,1997,8532,30,30,417164,"KOR","KOR"
1998,1998,8507,30,30,459569,"KOR","KOR"
1998,1998,8532,30,30,452216,"KOR","KOR"
1999,1999,8507,30,30,477299,"KOR","KOR"
1999,1999,8532,30,30,462328,"KOR","KOR"
2000,2000,8507,30,30,476314,"KOR","KOR"
2000,2000,8532,30,30,456794,"KOR","KOR"
2001,2001,8507,30,30,482433,"KOR","KOR"
2001,2001,8532,30,30,458387,"KOR","KOR"
2002,2002,8507,30,30,476025,"KOR","KOR"
2002,2002,8532,30,30,450159,"KOR","KOR"
2003,2003,8507,30,30,457283,"KOR","KOR"
2003,2003,8532,30,30,440252,"KOR","KOR"
2004,2004,8507,30,30,445281,"KOR","KOR"
2004,2004,8532,30,30,431185,"KOR","KOR"
2005,2005,8507,30,30,419225,"KOR","KOR"
2005,2005,8532,30,30,404163,"KOR","KOR"
2006,2006,8507,30,30,394655,"KOR","KOR"
2006,2006,8532,30,30,380026,"KOR","KOR"
2007,2007,8507,30,30,391155,"KOR","KOR"
2007,2007,8532,30,30,377833,"KOR","KOR"
2008,2008,8507,30,30,382807,"KOR","KOR"
2008,2008,8532,30,30,365906,"KOR","KOR"
2009,2009,8507,30,30,395716,"KOR","KOR"
2009,2009,8532,30,30,376935,"KOR","KOR"
2010,2010,8507,30,30,422151,"KOR","KOR"
2010,2010,8532,30,30,407376,"KOR","KOR"
2011,2011,8507,30,30,427641,"KOR","KOR"
2011,2011,8532,30,30,407718,"KOR","KOR"
2012,2012,8507,30,30,423398,"KOR","KOR"
2012,2012,8532,30,30,404104,"KOR","KOR"
2013,2013,8507,30,30,399558,"KOR","KOR"
2013,2013,8532,30,30,381641,"KOR","KOR"
2014,2014,8507,30,30,359540,"KOR","KOR"
2014,2014,8532,30,30,341663,"KOR","KOR"
2015,2015,8507,30,30,336049,"KOR","KOR"
2015,2015,8532,30,30,317416,"KOR","KOR"
2016,2016,8507,30,30,329149,"KOR","KOR"
2016,2016,8532,30,30,307225,"KOR","KOR"
2017,2017,8507,30,30,319371,"KOR","KOR"
2017,2017,8532,30,30,299607,"KOR","KOR"
2018,2018,8507,30,30,319900,"KOR","KOR"
2018,2018,8532,30,30,298350,"KOR","KOR"
1993,1993,8507,31,31,486433,"KOR","KOR"
1993,1993,8532,31,31,454958,"KOR","KOR"
1994,1994,8507,31,31,454271,"KOR","KOR"
1994,1994,8532,31,31,417198,"KOR","KOR"
1995,1995,8507,31,31,436368,"KOR","KOR"
1995,1995,8532,31,31,405222,"KOR","KOR"
1996,1996,8507,31,31,445096,"KOR","KOR"
1996,1996,8532,31,31,422576,"KOR","KOR"
1997,1997,8507,31,31,443908,"KOR","KOR"
1997,1997,8532,31,31,411244,"KOR","KOR"
1998,1998,8507,31,31,440561,"KOR","KOR"
1998,1998,8532,31,31,416277,"KOR","KOR"
1999,1999,8507,31,31,458040,"KOR","KOR"
1999,1999,8532,31,31,451144,"KOR","KOR"
2000,2000,8507,31,31,476378,"KOR","KOR"
2000,2000,8532,31,31,461858,"KOR","KOR"
2001,2001,8507,31,31,475372,"KOR","KOR"
2001,2001,8532,31,31,456438,"KOR","KOR"
2002,2002,8507,31,31,480911,"KOR","KOR"
2002,2002,8532,31,31,457643,"KOR","KOR"
2003,2003,8507,31,31,474134,"KOR","KOR"
2003,2003,8532,31,31,449052,"KOR","KOR"
2004,2004,8507,31,31,455744,"KOR","KOR"
2004,2004,8532,31,31,439250,"KOR","KOR"
2005,2005,8507,31,31,444631,"KOR","KOR"
2005,2005,8532,31,31,430731,"KOR","KOR"
2006,2006,8507,31,31,418999,"KOR","KOR"
2006,2006,8532,31,31,403989,"KOR","KOR"
2007,2007,8507,31,31,394534,"KOR","KOR"
2007,2007,8532,31,31,379969,"KOR","KOR"
2008,2008,8507,31,31,391179,"KOR","KOR"
2008,2008,8532,31,31,377955,"KOR","KOR"
2009,2009,8507,31,31,382823,"KOR","KOR"
2009,2009,8532,31,31,366168,"KOR","KOR"
2010,2010,8507,31,31,395265,"KOR","KOR"
2010,2010,8532,31,31,376976,"KOR","KOR"
2011,2011,8507,31,31,421705,"KOR","KOR"
2011,2011,8532,31,31,407381,"KOR","KOR"
2012,2012,8507,31,31,427279,"KOR","KOR"
2012,2012,8532,31,31,407784,"KOR","KOR"
2013,2013,8507,31,31,422947,"KOR","KOR"
2013,2013,8532,31,31,404165,"KOR","KOR"
2014,2014,8507,31,31,399281,"KOR","KOR"
2014,2014,8532,31,31,381870,"KOR","KOR"
2015,2015,8507,31,31,359287,"KOR","KOR"
2015,2015,8532,31,31,341846,"KOR","KOR"
2016,2016,8507,31,31,335770,"KOR","KOR"
2016,2016,8532,31,31,317599,"KOR","KOR"
2017,2017,8507,31,31,328946,"KOR","KOR"
2017,2017,8532,31,31,307443,"KOR","KOR"
2018,2018,8507,31,31,319214,"KOR","KOR"
2018,2018,8532,31,31,299872,"KOR","KOR"
1993,1993,8507,32,32,494488,"KOR","KOR"
1993,1993,8532,32,32,473035,"KOR","KOR"
1994,1994,8507,32,32,484915,"KOR","KOR"
1994,1994,8532,32,32,454185,"KOR","KOR"
1995,1995,8507,32,32,452494,"KOR","KOR"
1995,1995,8532,32,32,416258,"KOR","KOR"
1996,1996,8507,32,32,435013,"KOR","KOR"
1996,1996,8532,32,32,404594,"KOR","KOR"
1997,1997,8507,32,32,443728,"KOR","KOR"
1997,1997,8532,32,32,421954,"KOR","KOR"
1998,1998,8507,32,32,442339,"KOR","KOR"
1998,1998,8532,32,32,410395,"KOR","KOR"
1999,1999,8507,32,32,438932,"KOR","KOR"
1999,1999,8532,32,32,415355,"KOR","KOR"
2000,2000,8507,32,32,456995,"KOR","KOR"
2000,2000,8532,32,32,450627,"KOR","KOR"
2001,2001,8507,32,32,475274,"KOR","KOR"
2001,2001,8532,32,32,461319,"KOR","KOR"
2002,2002,8507,32,32,473751,"KOR","KOR"
2002,2002,8532,32,32,455592,"KOR","KOR"
2003,2003,8507,32,32,478859,"KOR","KOR"
2003,2003,8532,32,32,456414,"KOR","KOR"
2004,2004,8507,32,32,472161,"KOR","KOR"
2004,2004,8532,32,32,447874,"KOR","KOR"
2005,2005,8507,32,32,454790,"KOR","KOR"
2005,2005,8532,32,32,438692,"KOR","KOR"
2006,2006,8507,32,32,444291,"KOR","KOR"
2006,2006,8532,32,32,430514,"KOR","KOR"
2007,2007,8507,32,32,418823,"KOR","KOR"
2007,2007,8532,32,32,403917,"KOR","KOR"
2008,2008,8507,32,32,394624,"KOR","KOR"
2008,2008,8532,32,32,380096,"KOR","KOR"
2009,2009,8507,32,32,391167,"KOR","KOR"
2009,2009,8532,32,32,378097,"KOR","KOR"
2010,2010,8507,32,32,382305,"KOR","KOR"
2010,2010,8532,32,32,366122,"KOR","KOR"
2011,2011,8507,32,32,394788,"KOR","KOR"
2011,2011,8532,32,32,377016,"KOR","KOR"
2012,2012,8507,32,32,421314,"KOR","KOR"
2012,2012,8532,32,32,407407,"KOR","KOR"
2013,2013,8507,32,32,426857,"KOR","KOR"
2013,2013,8532,32,32,407811,"KOR","KOR"
2014,2014,8507,32,32,422735,"KOR","KOR"
2014,2014,8532,32,32,404384,"KOR","KOR"
2015,2015,8507,32,32,398983,"KOR","KOR"
2015,2015,8532,32,32,381982,"KOR","KOR"
2016,2016,8507,32,32,358966,"KOR","KOR"
2016,2016,8532,32,32,341935,"KOR","KOR"
2017,2017,8507,32,32,335525,"KOR","KOR"
2017,2017,8532,32,32,317795,"KOR","KOR"
2018,2018,8507,32,32,328671,"KOR","KOR"
2018,2018,8532,32,32,307677,"KOR","KOR"
1993,1993,8507,33,33,479219,"KOR","KOR"
1993,1993,8532,33,33,458482,"KOR","KOR"
1994,1994,8507,33,33,492684,"KOR","KOR"
1994,1994,8532,33,33,472127,"KOR","KOR"
1995,1995,8507,33,33,482901,"KOR","KOR"
1995,1995,8532,33,33,453096,"KOR","KOR"
1996,1996,8507,33,33,450850,"KOR","KOR"
1996,1996,8532,33,33,415488,"KOR","KOR"
1997,1997,8507,33,33,433405,"KOR","KOR"
1997,1997,8532,33,33,404015,"KOR","KOR"
1998,1998,8507,33,33,441931,"KOR","KOR"
1998,1998,8532,33,33,421170,"KOR","KOR"
1999,1999,8507,33,33,440488,"KOR","KOR"
1999,1999,8532,33,33,409404,"KOR","KOR"
2000,2000,8507,33,33,437757,"KOR","KOR"
2000,2000,8532,33,33,414783,"KOR","KOR"
2001,2001,8507,33,33,455842,"KOR","KOR"
2001,2001,8532,33,33,450116,"KOR","KOR"
2002,2002,8507,33,33,473696,"KOR","KOR"
