year,item,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
2015,probability_of_dying,both,0.00272,0.00024,0.00018,0.00013,0.00010,0.00009,0.00009,0.00009,0.00008,0.00007,0.00007,0.00007,0.00008,0.00009,0.00011,0.00014,0.00017,0.00021,0.00024,0.00026,0.00028,0.00029,0.00032,0.00035,0.00039,0.00042,0.00044,0.00047,0.00049,0.00051,0.00054,0.00058,0.00061,0.00064,0.00067,0.00070,0.00074,0.00079,0.00086,0.00094,0.00103,0.00114,0.00124,0.00134,0.00145,0.00159,0.00175,0.00197,0.00217,0.00236,0.00254,0.00271,0.00290,0.00312,0.00336,0.00360,0.00385,0.00414,0.00447,0.00482,0.00520,0.00563,0.00615,0.00673,0.00729,0.00791,0.00858,0.00938,0.01032,0.01147,0.01298,0.01482,0.01697,0.01931,0.02179,0.02472,0.02820,0.03221,0.03653,0.04113,0.04638,0.05229,0.05895,0.06643,0.07466,0.08377,0.09374,0.10459,0.11636,0.12909,0.14279,0.15747,0.17313,0.18976,0.20733,0.22580,0.24511,0.26517,0.28590,0.30716,1.00000
2015,probability_of_dying,male,0.00292,0.00026,0.00020,0.00015,0.00012,0.00010,0.00010,0.00011,0.00010,0.00009,0.00009,0.00009,0.00010,0.00011,0.00014,0.00017,0.00022,0.00027,0.00031,0.00033,0.00035,0.00038,0.00043,0.00047,0.00051,0.00053,0.00056,0.00060,0.00064,0.00066,0.00067,0.00068,0.00072,0.00077,0.00082,0.00086,0.00091,0.00098,0.00109,0.00122,0.00136,0.00151,0.00164,0.00179,0.00198,0.00219,0.00245,0.00278,0.00309,0.00340,0.00370,0.00401,0.00433,0.00467,0.00503,0.00538,0.00576,0.00622,0.00673,0.00727,0.00784,0.00847,0.00924,0.01012,0.01097,0.01187,0.01281,0.01392,0.01517,0.01669,0.01876,0.02136,0.02438,0.02761,0.03100,0.03497,0.03967,0.04509,0.05078,0.05672,0.06321,0.07017,0.07788,0.08640,0.09590,0.10625,0.11739,0.12934,0.14213,0.15577,0.17024,0.18556,0.20170,0.21866,0.23640,0.25489,0.27408,0.29392,0.31434,0.33526,1.00000
2015,probability_of_dying,female,0.00251,0.00021,0.00015,0.00010,0.00008,0.00008,0.00008,0.00008,0.00007,0.00006,0.00005,0.00005,0.00006,0.00007,0.00009,0.00010,0.00012,0.00015,0.00018,0.00020,0.00020,0.00020,0.00021,0.00023,0.00027,0.00031,0.00033,0.00034,0.00034,0.00036,0.00041,0.00047,0.00051,0.00051,0.00051,0.00054,0.00057,0.00061,0.00063,0.00066,0.00071,0.00078,0.00084,0.00089,0.00093,0.00099,0.00106,0.00117,0.00126,0.00134,0.00139,0.00144,0.00151,0.00161,0.00173,0.00188,0.00201,0.00215,0.00230,0.00248,0.00270,0.00296,0.00326,0.00358,0.00388,0.00427,0.00471,0.00526,0.00598,0.00684,0.00790,0.00913,0.01061,0.01228,0.01411,0.01632,0.01898,0.02208,0.02558,0.02945,0.03412,0.03967,0.04601,0.05324,0.06112,0.06998,0.07979,0.09058,0.10240,0.11528,0.12922,0.14424,0.16033,0.17745,0.19557,0.21463,0.23455,0.25524,0.27658,0.29843,1.00000
2015,number_of_people_left_alive_at_age,both,"100,000","99,728","99,705","99,687","99,674","99,664","99,655","99,646","99,637","99,629","99,622","99,615","99,607","99,600","99,590","99,579","99,565","99,548","99,527","99,503","99,477","99,450","99,421","99,389","99,354","99,316","99,274","99,230","99,184","99,135","99,084","99,031","98,974","98,914","98,850","98,784","98,715","98,642","98,564","98,480","98,387","98,286","98,173","98,052","97,921","97,778","97,623","97,452","97,261","97,050","96,821","96,575","96,313","96,034","95,734","95,413","95,069","94,703","94,311","93,890","93,437","92,951","92,428","91,859","91,240","90,576","89,859","89,089","88,253","87,342","86,340","85,219","83,956","82,532","80,938","79,174","77,216","75,039","72,622","69,969","67,091","63,980","60,634","57,060","53,269","49,292","45,163","40,929","36,649","32,384","28,204","24,177","20,370","16,843","13,647","10,817","8,375","6,322","4,646","3,317","2,298"
2015,number_of_people_left_alive_at_age,male,"100,000","99,708","99,683","99,662","99,647","99,636","99,625","99,615","99,604","99,594","99,585","99,576","99,567","99,557","99,546","99,533","99,515","99,493","99,467","99,436","99,403","99,368","99,330","99,288","99,241","99,191","99,139","99,083","99,024","98,961","98,896","98,830","98,762","98,691","98,616","98,535","98,450","98,361","98,264","98,157","98,038","97,905","97,757","97,596","97,421","97,228","97,015","96,777","96,509","96,211","95,883","95,528","95,145","94,733","94,291","93,816","93,311","92,774","92,197","91,577","90,910","90,197","89,433","88,607","87,710","86,748","85,718","84,620","83,442","82,176","80,804","79,288","77,595","75,703","73,613","71,331","68,836","66,105","63,125","59,920","56,521","52,948","49,233","45,398","41,476","37,498","33,514","29,580","25,754","22,094","18,652","15,477","12,605","10,063","7,862","6,004","4,473","3,247","2,293","1,572","1,045"
2015,number_of_people_left_alive_at_age,female,"100,000","99,749","99,728","99,713","99,702","99,694","99,687","99,679","99,672","99,665","99,659","99,654","99,649","99,643","99,636","99,627","99,616","99,604","99,589","99,572","99,552","99,532","99,512","99,491","99,468","99,441","99,410","99,378","99,344","99,310","99,274","99,233","99,187","99,137","99,086","99,035","98,982","98,925","98,865","98,803","98,738","98,668","98,591","98,508","98,421","98,330","98,233","98,128","98,014","97,890","97,759","97,623","97,482","97,335","97,179","97,010","96,828","96,634","96,426","96,204","95,965","95,706","95,423","95,112","94,772","94,404","94,001","93,558","93,066","92,509","91,877","91,152","90,319","89,361","88,263","87,018","85,598","83,973","82,119","80,018","77,662","75,012","72,036","68,722","65,063","61,086","56,812","52,279","47,543","42,675","37,755","32,876","28,134","23,624","19,432","15,631","12,276","9,397","6,998","5,063","3,552"
2015,person_years_lived_between_ages,both,"99,772","99,716","99,696","99,681","99,669","99,660","99,651","99,642","99,633","99,625","99,618","99,611","99,604","99,595","99,585","99,572","99,557","99,538","99,515","99,490","99,463","99,435","99,405","99,371","99,335","99,295","99,252","99,207","99,159","99,110","99,058","99,002","98,944","98,882","98,817","98,750","98,679","98,603","98,522","98,433","98,336","98,230","98,113","97,986","97,850","97,701","97,538","97,356","97,155","96,935","96,698","96,444","96,174","95,884","95,574","95,241","94,886","94,507","94,100","93,663","93,194","92,689","92,143","91,550","90,908","90,217","89,474","88,671","87,798","86,841","85,780","84,588","83,244","81,735","80,056","78,195","76,128","73,830","71,295","68,530","65,535","62,307","58,847","55,165","51,281","47,227","43,046","38,789","34,516","30,294","26,190","22,273","18,606","15,245","12,232","9,596","7,348","5,484","3,982","2,808","5,186"
2015,person_years_lived_between_ages,male,"99,751","99,696","99,673","99,655","99,641","99,630","99,620","99,609","99,599","99,590","99,581","99,572","99,562","99,552","99,539","99,524","99,504","99,480","99,451","99,420","99,386","99,349","99,309","99,265","99,216","99,165","99,111","99,054","98,992","98,928","98,863","98,796","98,727","98,653","98,575","98,492","98,405","98,313","98,211","98,098","97,971","97,831","97,677","97,509","97,325","97,122","96,896","96,643","96,360","96,047","95,706","95,337","94,939","94,512","94,053","93,564","93,043","92,485","91,887","91,243","90,554","89,815","89,020","88,158","87,229","86,233","85,169","84,031","82,809","81,490","80,046","78,441","76,649","74,658","72,472","70,083","67,471","64,615","61,522","58,220","54,735","51,091","47,316","43,437","39,487","35,506","31,547","27,667","23,924","20,373","17,065","14,041","11,334","8,962","6,933","5,238","3,860","2,770","1,932","1,309","2,174"
2015,person_years_lived_between_ages,female,"99,795","99,739","99,720","99,708","99,698","99,691","99,683","99,675","99,668","99,662","99,657","99,651","99,646","99,639","99,631","99,622","99,610","99,597","99,580","99,562","99,542","99,522","99,501","99,479","99,454","99,426","99,394","99,361","99,327","99,292","99,254","99,210","99,162","99,111","99,060","99,008","98,953","98,895","98,834","98,770","98,703","98,629","98,550","98,465","98,375","98,281","98,180","98,071","97,952","97,824","97,691","97,553","97,409","97,257","97,095","96,919","96,731","96,530","96,315","96,084","95,836","95,565","95,268","94,942","94,588","94,203","93,780","93,312","92,787","92,193","91,514","90,735","89,840","88,812","87,641","86,308","84,785","83,046","81,069","78,840","76,337","73,524","70,379","66,893","63,075","58,949","54,545","49,911","45,109","40,215","35,316","30,505","25,879","21,528","17,532","13,954","10,837","8,198","6,031","4,307","8,199"
2015,person_years_lived_above_age,both,"8,206,349","8,106,577","8,006,860","7,907,164","7,807,484","7,707,814","7,608,154","7,508,503","7,408,861","7,309,228","7,209,603","7,109,985","7,010,374","6,910,770","6,811,175","6,711,591","6,612,018","6,512,462","6,412,924","6,313,408","6,213,918","6,114,455","6,015,020","5,915,615","5,816,243","5,716,909","5,617,614","5,518,362","5,419,155","5,319,996","5,220,886","5,121,828","5,022,826","4,923,882","4,825,000","4,726,183","4,627,433","4,528,754","4,430,151","4,331,629","4,233,196","4,134,860","4,036,630","3,938,517","3,840,531","3,742,681","3,644,981","3,547,443","3,450,086","3,352,931","3,255,996","3,159,298","3,062,854","2,966,681","2,870,797","2,775,223","2,679,982","2,585,096","2,490,589","2,396,488","2,302,825","2,209,631","2,116,941","2,024,798","1,933,248","1,842,340","1,752,123","1,662,649","1,573,978","1,486,180","1,399,339","1,313,559","1,228,971","1,145,727","1,063,992","983,936","905,741","829,614","755,783","684,488","615,958","550,423","488,116","429,269","374,104","322,823","275,596","232,550","193,761","159,245","128,951","102,761","80,488","61,881","46,636","34,404","24,808","17,460","11,976","7,994","5,186"
2015,person_years_lived_above_age,male,"7,896,096","7,796,345","7,696,649","7,596,977","7,497,322","7,397,680","7,298,050","7,198,430","7,098,820","6,999,221","6,899,632","6,800,051","6,700,479","6,600,917","6,501,365","6,401,826","6,302,302","6,202,797","6,103,317","6,003,866","5,904,446","5,805,060","5,705,711","5,606,402","5,507,137","5,407,921","5,308,756","5,209,645","5,110,591","5,011,599","4,912,670","4,813,808","4,715,012","4,616,285","4,517,632","4,419,057","4,320,564","4,222,159","4,123,846","4,025,635","3,927,538","3,829,566","3,731,735","3,634,058","3,536,550","3,439,225","3,342,103","3,245,207","3,148,564","3,052,204","2,956,157","2,860,452","2,765,115","2,670,176","2,575,664","2,481,610","2,388,047","2,295,004","2,202,519","2,110,632","2,019,388","1,928,835","1,839,019","1,749,999","1,661,841","1,574,612","1,488,378","1,403,209","1,319,178","1,236,369","1,154,879","1,074,833","996,391","919,742","845,084","772,613","702,529","635,059","570,443","508,921","450,701","395,966","344,876","297,560","254,123","214,635","179,129","147,582","119,915","95,991","75,618","58,553","44,512","33,179","24,216","17,283","12,045","8,185","5,415","3,482","2,174"
2015,person_years_lived_above_age,female,"8,516,689","8,416,895","8,317,156","8,217,436","8,117,728","8,018,030","7,918,339","7,818,656","7,718,981","7,619,313","7,519,651","7,419,994","7,320,343","7,220,697","7,121,058","7,021,427","6,921,805","6,822,195","6,722,598","6,623,018","6,523,456","6,423,914","6,324,392","6,224,891","6,125,411","6,025,957","5,926,532","5,827,137","5,727,776","5,628,449","5,529,157","5,429,903","5,330,693","5,231,531","5,132,420","5,033,360","4,934,351","4,835,398","4,736,503","4,637,669","4,538,899","4,440,197","4,341,567","4,243,018","4,144,553","4,046,178","3,947,897","3,849,717","3,751,646","3,653,694","3,555,870","3,458,179","3,360,626","3,263,217","3,165,960","3,068,865","2,971,946","2,875,215","2,778,685","2,682,370","2,586,286","2,490,450","2,394,886","2,299,618","2,204,676","2,110,088","2,015,885","1,922,106","1,828,794","1,736,007","1,643,813","1,552,299","1,461,564","1,371,724","1,282,911","1,195,271","1,108,963","1,024,177","941,131","860,063","781,222","704,885","631,361","560,982","494,089","431,015","372,066","317,520","267,609","222,500","182,285","146,969","116,464","90,585","69,057","51,526","37,572","26,735","18,537","12,507","8,199"
2015,number_of_people_dying,both,272,24,18,13,10,9,9,9,8,7,7,7,8,9,11,14,17,21,24,26,28,29,32,35,38,41,44,46,49,51,53,57,60,63,66,69,73,78,85,92,102,112,122,131,142,155,171,192,211,229,246,262,279,300,321,344,366,392,421,452,486,524,569,619,665,716,771,835,911,"1,002","1,121","1,263","1,425","1,594","1,764","1,958","2,178","2,417","2,653","2,878","3,111","3,345","3,574","3,791","3,977","4,129","4,233","4,281","4,265","4,180","4,027","3,807","3,527","3,196","2,829","2,443","2,053","1,676","1,328","1,019","2,298"
2015,number_of_people_dying,male,292,26,20,15,12,10,10,11,10,9,9,9,10,11,14,17,22,27,30,33,35,38,42,47,50,53,55,59,63,65,66,67,71,76,81,85,89,96,107,119,133,148,161,175,193,213,238,269,298,327,355,383,412,443,474,505,537,577,620,666,713,764,826,897,962,"1,030","1,098","1,178","1,266","1,372","1,516","1,694","1,891","2,090","2,282","2,495","2,731","2,980","3,205","3,399","3,573","3,715","3,834","3,922","3,978","3,984","3,934","3,826","3,661","3,441","3,175","2,872","2,542","2,200","1,859","1,530","1,226",954,721,527,"1,045"
2015,number_of_people_dying,female,251,21,15,10,8,8,8,8,7,6,5,5,6,7,9,10,12,15,18,20,20,20,21,23,27,30,33,33,34,36,41,47,50,51,51,53,57,60,62,65,70,77,83,87,91,97,105,114,124,131,136,141,147,156,169,182,195,208,222,238,259,283,311,341,368,403,443,493,556,632,725,832,958,"1,098","1,245","1,420","1,625","1,854","2,101","2,356","2,650","2,976","3,314","3,659","3,977","4,275","4,533","4,735","4,869","4,919","4,879","4,742","4,511","4,192","3,800","3,355","2,879","2,398","1,936","1,511","3,552"
2016,expectation_of_life_at_age,both,82.4,81.6,80.6,79.6,78.6,77.6,76.6,75.7,74.7,73.7,72.7,71.7,70.7,69.7,68.7,67.7,66.7,65.7,64.7,63.8,62.8,61.8,60.8,59.8,58.8,57.9,56.9,55.9,54.9,54.0,53.0,52.0,51.0,50.1,49.1,48.1,47.2,46.2,45.2,44.3,43.3,42.4,41.4,40.5,39.5,38.6,37.6,36.7,35.7,34.8,33.9,33.0,32.1,31.1,30.2,29.3,28.4,27.5,26.7,25.8,24.9,24.0,23.1,22.3,21.4,20.6,19.7,18.9,18.1,17.2,16.4,15.6,14.8,14.1,13.3,12.6,11.9,11.2,10.5,9.9,9.3,8.7,8.1,7.6,7.1,6.6,6.2,5.7,5.3,5.0,4.6,4.3,4.0,3.7,3.4,3.2,3.0,2.8,2.6,2.4,2.3
2016,expectation_of_life_at_age,male,79.3,78.5,77.6,76.6,75.6,74.6,73.6,72.6,71.6,70.6,69.6,68.6,67.6,66.7,65.7,64.7,63.7,62.7,61.7,60.7,59.8,58.8,57.8,56.8,55.8,54.9,53.9,52.9,52.0,51.0,50.0,49.1,48.1,47.1,46.2,45.2,44.2,43.3,42.3,41.3,40.4,39.5,38.5,37.6,36.6,35.7,34.8,33.9,32.9,32.0,31.1,30.2,29.4,28.5,27.6,26.7,25.9,25.0,24.2,23.3,22.5,21.6,20.8,20.0,19.2,18.4,17.6,16.8,16.0,15.3,14.5,13.8,13.0,12.3,11.7,11.0,10.4,9.7,9.2,8.6,8.1,7.6,7.1,6.6,6.2,5.8,5.4,5.0,4.7,4.4,4.1,3.8,3.6,3.3,3.1,2.9,2.7,2.5,2.4,2.2,2.1
2016,expectation_of_life_at_age,female,85.4,84.6,83.6,82.7,81.7,80.7,79.7,78.7,77.7,76.7,75.7,74.7,73.7,72.7,71.7,70.7,69.7,68.7,67.8,66.8,65.8,64.8,63.8,62.8,61.8,60.9,59.9,58.9,57.9,56.9,55.9,55.0,54.0,53.0,52.0,51.1,50.1,49.1,48.1,47.2,46.2,45.2,44.3,43.3,42.3,41.4,40.4,39.5,38.5,37.5,36.6,35.6,34.7,33.7,32.8,31.9,30.9,30.0,29.0,28.1,27.2,26.3,25.3,24.4,23.5,22.6,21.7,20.8,19.9,19.0,18.1,17.2,16.4,15.5,14.7,13.9,13.1,12.4,11.6,10.9,10.2,9.5,8.9,8.3,7.7,7.1,6.6,6.1,5.7,5.3,4.9,4.5,4.2,3.9,3.6,3.3,3.1,2.9,2.7,2.5,2.3
2016,probability_of_dying,both,0.00281,0.00023,0.00017,0.00012,0.00010,0.00010,0.00010,0.00009,0.00008,0.00008,0.00008,0.00008,0.00007,0.00008,0.00010,0.00013,0.00018,0.00023,0.00026,0.00028,0.00028,0.00029,0.00031,0.00034,0.00038,0.00041,0.00042,0.00043,0.00044,0.00046,0.00050,0.00054,0.00058,0.00062,0.00065,0.00068,0.00072,0.00077,0.00084,0.00093,0.00103,0.00112,0.00121,0.00129,0.00139,0.00152,0.00166,0.00183,0.00202,0.00222,0.00243,0.00263,0.00282,0.00302,0.00325,0.00352,0.00378,0.00406,0.00438,0.00475,0.00514,0.00555,0.00598,0.00643,0.00698,0.00760,0.00836,0.00916,0.01008,0.01110,0.01228,0.01387,0.01585,0.01819,0.02083,0.02373,0.02697,0.03063,0.03488,0.03975,0.04506,0.05101,0.05762,0.06488,0.07302,0.08200,0.09184,0.10257,0.11423,0.12686,0.14047,0.15509,0.17070,0.18731,0.20488,0.22338,0.24274,0.26289,0.28372,0.30512,1.00000
2016,probability_of_dying,male,0.00305,0.00028,0.00020,0.00014,0.00011,0.00010,0.00010,0.00010,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00011,0.00016,0.00023,0.00030,0.00035,0.00036,0.00035,0.00036,0.00039,0.00044,0.00050,0.00053,0.00055,0.00057,0.00058,0.00061,0.00064,0.00068,0.00072,0.00076,0.00079,0.00082,0.00087,0.00094,0.00106,0.00121,0.00136,0.00150,0.00162,0.00174,0.00189,0.00210,0.00232,0.00258,0.00287,0.00318,0.00351,0.00382,0.00412,0.00442,0.00477,0.00517,0.00557,0.00600,0.00651,0.00708,0.00766,0.00827,0.00889,0.00959,0.01041,0.01133,0.01241,0.01354,0.01482,0.01620,0.01782,0.02008,0.02286,0.02611,0.02965,0.03347,0.03779,0.04274,0.04849,0.05482,0.06145,0.06871,0.07670,0.08519,0.09419,0.10438,0.11536,0.12716,0.13979,0.15326,0.16759,0.18277,0.19880,0.21566,0.23333,0.25177,0.27095,0.29081,0.31131,0.33236,1.00000
2016,probability_of_dying,female,0.00255,0.00018,0.00014,0.00011,0.00009,0.00009,0.00009,0.00008,0.00007,0.00007,0.00007,0.00007,0.00006,0.00006,0.00008,0.00011,0.00013,0.00015,0.00017,0.00020,0.00022,0.00022,0.00023,0.00024,0.00026,0.00028,0.00029,0.00029,0.00030,0.00032,0.00036,0.00041,0.00045,0.00048,0.00050,0.00053,0.00056,0.00059,0.00062,0.00066,0.00070,0.00075,0.00080,0.00084,0.00089,0.00094,0.00101,0.00109,0.00119,0.00128,0.00137,0.00146,0.00156,0.00166,0.00178,0.00191,0.00206,0.00219,0.00234,0.00252,0.00274,0.00298,0.00323,0.00348,0.00379,0.00416,0.00465,0.00518,0.00581,0.00654,0.00739,0.00844,0.00979,0.01143,0.01341,0.01567,0.01818,0.02098,0.02429,0.02830,0.03295,0.03833,0.04437,0.05127,0.05933,0.06807,0.07777,0.08846,0.10019,0.11299,0.12687,0.14184,0.15790,0.17502,0.19316,0.21227,0.23225,0.25303,0.27447,0.29645,1.00000
2016,number_of_people_left_alive_at_age,both,"100,000","99,719","99,696","99,680","99,667","99,657","99,648","99,638","99,630","99,622","99,614","99,606","99,598","99,590","99,583","99,573","99,560","99,542","99,520","99,494","99,466","99,438","99,409","99,378","99,344","99,307","99,267","99,225","99,182","99,138","99,092","99,043","98,989","98,931","98,870","98,806","98,739","98,669","98,593","98,510","98,418","98,317","98,206","98,088","97,961","97,825","97,677","97,514","97,336","97,139","96,924","96,688","96,434","96,162","95,871","95,559","95,223","94,863","94,478","94,064","93,618","93,137","92,620","92,067","91,474","90,836","90,146","89,392","88,573","87,680","86,707","85,642","84,454","83,115","81,603","79,903","78,007","75,904","73,579","71,012","68,190","65,117","61,795","58,235","54,456","50,480","46,340","42,084","37,768","33,453","29,209","25,106","21,213","17,592","14,297","11,367","8,828","6,685","4,928","3,530","2,453"
2016,number_of_people_left_alive_at_age,male,"100,000","99,695","99,667","99,648","99,634","99,623","99,613","99,602","99,593","99,584","99,575","99,566","99,557","99,549","99,539","99,528","99,512","99,490","99,460","99,425","99,389","99,355","99,319","99,280","99,236","99,187","99,135","99,080","99,024","98,966","98,906","98,843","98,776","98,704","98,630","98,552","98,471","98,386","98,293","98,189","98,071","97,937","97,790","97,632","97,462","97,278","97,074","96,849","96,599","96,322","96,016","95,679","95,313","94,921","94,501","94,051","93,565","93,043","92,485","91,883","91,233","90,534","89,786","88,987","88,134","87,216","86,228","85,159","84,005","82,760","81,419","79,969","78,363","76,572","74,573","72,362","69,940","67,297","64,421","61,297","57,937","54,377","50,640","46,756","42,773","38,744","34,700","30,697","26,794","23,049","19,516","16,245","13,276","10,637","8,343","6,396","4,786","3,489","2,474","1,704","1,138"
2016,number_of_people_left_alive_at_age,female,"100,000","99,745","99,727","99,713","99,702","99,693","99,684","99,675","99,668","99,661","99,653","99,646","99,640","99,634","99,627","99,619","99,609","99,596","99,581","99,563","99,544","99,522","99,500","99,477","99,454","99,428","99,400","99,371","99,342","99,312","99,280","99,244","99,203","99,159","99,112","99,062","99,009","98,953","98,894","98,833","98,767","98,698","98,624","98,545","98,461","98,374","98,281","98,181","98,074","97,958","97,833","97,699","97,556","97,404","97,242","97,069","96,883","96,684","96,473","96,247","96,004","95,741","95,456","95,147","94,816","94,457","94,065","93,627","93,143","92,602","91,996","91,317","90,546","89,659","88,634","87,446","86,076","84,511","82,738","80,728","78,443","75,859","72,951","69,714","66,140","62,216","57,981","53,472","48,742","43,858","38,903","33,967","29,149","24,547","20,250","16,339","12,871","9,881","7,381","5,355","3,768"
2016,person_years_lived_between_ages,both,"99,766","99,708","99,688","99,674","99,662","99,652","99,643","99,634","99,626","99,618","99,610","99,602","99,594","99,587","99,578","99,566","99,551","99,531","99,507","99,480","99,452","99,423","99,394","99,361","99,326","99,287","99,246","99,203","99,160","99,115","99,067","99,016","98,960","98,901","98,838","98,773","98,704","98,631","98,552","98,464","98,368","98,262","98,147","98,024","97,893","97,751","97,596","97,425","97,237","97,031","96,806","96,561","96,298","96,016","95,715","95,391","95,043","94,671","94,271","93,841","93,377","92,878","92,343","91,771","91,155","90,491","89,769","88,983","88,127","87,194","86,175","85,048","83,785","82,359","80,753","78,955","76,956","74,741","72,296","69,601","66,653","63,456","60,015","56,346","52,468","48,410","44,212","39,926","35,611","31,331","27,158","23,159","19,402","15,944","12,832","10,098","7,757","5,807","4,229","2,991","5,561"
2016,person_years_lived_between_ages,male,"99,746","99,681","99,657","99,641","99,628","99,618","99,607","99,597","99,588","99,580","99,571","99,562","99,553","99,544","99,534","99,520","99,501","99,475","99,442","99,407","99,372","99,337","99,300","99,258","99,212","99,161","99,107","99,052","98,995","98,936","98,874","98,809","98,740","98,667","98,591","98,512","98,429","98,339","98,241","98,130","98,004","97,864","97,711","97,547","97,370","97,176","96,961","96,724","96,460","96,169","95,847","95,496","95,117","94,711","94,276","93,808","93,304","92,764","92,184","91,558","90,883","90,160","89,386","88,561","87,675","86,722","85,693","84,582","83,382","82,090","80,694","79,166","77,468","75,572","73,467","71,151","68,619","65,859","62,859","59,617","56,157","52,508","48,698","44,765","40,759","36,722","32,699","28,746","24,921","21,282","17,881","14,761","11,957","9,490","7,370","5,591","4,138","2,982","2,089","1,421","2,382"
2016,person_years_lived_between_ages,female,"99,788","99,736","99,720","99,708","99,697","99,688","99,680","99,671","99,664","99,657","99,650","99,643","99,637","99,630","99,623","99,614","99,602","99,588","99,572","99,554","99,533","99,511","99,489","99,465","99,441","99,414","99,385","99,356","99,327","99,296","99,262","99,223","99,181","99,135","99,087","99,035","98,981","98,924","98,863","98,800","98,732","98,661","98,584","98,503","98,418","98,327","98,231","98,128","98,016","97,895","97,766","97,627","97,480","97,323","97,156","96,976","96,784","96,578","96,360","96,126","95,873","95,598","95,302","94,982","94,637","94,261","93,846","93,385","92,872","92,299","91,656","90,931","90,103","89,147","88,040","86,761","85,293","83,624","81,733","79,586","77,151","74,405","71,332","67,927","64,178","60,098","55,726","51,107","46,300","41,381","36,435","31,558","26,848","22,399","18,295","14,605","11,376","8,631","6,368","4,561","8,740"
2016,person_years_lived_above_age,both,"8,235,620","8,135,853","8,036,146","7,936,458","7,836,784","7,737,122","7,637,469","7,537,826","7,438,193","7,338,567","7,238,949","7,139,340","7,039,738","6,940,144","6,840,557","6,740,979","6,641,413","6,541,862","6,442,331","6,342,824","6,243,344","6,143,892","6,044,469","5,945,076","5,845,714","5,746,389","5,647,102","5,547,856","5,448,653","5,349,493","5,250,378","5,151,310","5,052,294","4,953,334","4,854,434","4,755,596","4,656,823","4,558,119","4,459,488","4,360,936","4,262,472","4,164,105","4,065,843","3,967,696","3,869,672","3,771,779","3,674,027","3,576,432","3,479,007","3,381,769","3,284,738","3,187,932","3,091,371","2,995,073","2,899,057","2,803,341","2,707,950","2,612,907","2,518,236","2,423,965","2,330,124","2,236,746","2,143,868","2,051,525","1,959,754","1,868,599","1,778,108","1,688,338","1,599,355","1,511,229","1,424,035","1,337,860","1,252,812","1,169,027","1,086,668","1,005,915","926,960","850,004","775,263","702,967","633,366","566,713","503,257","443,242","386,896","334,428","286,018","241,806","201,879","166,269","134,938","107,780","84,620","65,218","49,274","36,442","26,344","18,587","12,781","8,552","5,561"
2016,person_years_lived_above_age,male,"7,930,488","7,830,742","7,731,061","7,631,404","7,531,763","7,432,135","7,332,517","7,232,910","7,133,312","7,033,724","6,934,144","6,834,574","6,735,012","6,635,459","6,535,915","6,436,382","6,336,862","6,237,361","6,137,886","6,038,444","5,939,037","5,839,664","5,740,328","5,641,028","5,541,770","5,442,558","5,343,397","5,244,290","5,145,238","5,046,243","4,947,308","4,848,433","4,749,624","4,650,884","4,552,217","4,453,626","4,355,115","4,256,686","4,158,347","4,060,105","3,961,976","3,863,972","3,766,108","3,668,397","3,570,850","3,473,480","3,376,304","3,279,343","3,182,619","3,086,159","2,989,990","2,894,143","2,798,647","2,703,530","2,608,819","2,514,543","2,420,735","2,327,432","2,234,668","2,142,484","2,050,926","1,960,043","1,869,883","1,780,497","1,691,936","1,604,261","1,517,539","1,431,845","1,347,263","1,263,881","1,181,791","1,101,097","1,021,931","944,464","868,891","795,424","724,273","655,654","589,795","526,936","467,319","411,162","358,654","309,955","265,190","224,432","187,709","155,010","126,265","101,343","80,061","62,180","47,419","35,463","25,973","18,603","13,012","8,874","5,893","3,803","2,382"
2016,person_years_lived_above_age,female,"8,540,852","8,441,064","8,341,328","8,241,608","8,141,901","8,042,203","7,942,515","7,842,835","7,743,164","7,643,500","7,543,843","7,444,193","7,344,550","7,244,913","7,145,282","7,045,659","6,946,045","6,846,442","6,746,854","6,647,282","6,547,728","6,448,195","6,348,684","6,249,196","6,149,730","6,050,290","5,950,876","5,851,490","5,752,134","5,652,807","5,553,512","5,454,250","5,355,026","5,255,845","5,156,710","5,057,623","4,958,588","4,859,608","4,760,684","4,661,821","4,563,021","4,464,288","4,365,628","4,267,043","4,168,541","4,070,123","3,971,795","3,873,564","3,775,436","3,677,421","3,579,525","3,481,760","3,384,132","3,286,653","3,189,330","3,092,174","2,995,198","2,898,414","2,801,835","2,705,475","2,609,350","2,513,477","2,417,879","2,322,577","2,227,596","2,132,959","2,038,698","1,944,852","1,851,467","1,758,595","1,666,296","1,574,639","1,483,708","1,393,606","1,304,459","1,216,419","1,129,658","1,044,365","960,740","879,007","799,422","722,271","647,866","576,533","508,607","444,429","384,330","328,604","277,497","231,197","189,816","153,381","121,822","94,974","72,576","54,281","39,677","28,301","19,669","13,301","8,740"
